,name,scores_avg
8660,The Outer Worlds: Peril on Gorgon,72.0
8661,The Outfit,70.0
8662,The Padre,54.0
8663,The Park,61.0
8664,The Path,79.0
8665,The Pathless,78.33333333333333
8666,The Peanuts Movie: Snoopy's Grand Adventure,60.0
8667,The Pedestrian,82.0
8668,The Perils of Man,61.0
8669,The Persistence,75.0
8670,The Persistence VR,78.0
8671,The Pinball Arcade,82.0
8672,The Political Machine 2008,73.0
8673,The Political Machine 2012,54.0
8674,The Princess Guide,57.0
8675,The Procession to Calvary,78.0
8676,The Punisher,67.5
8677,The Punisher (2005),69.0
8678,The Punisher: No Mercy,47.0
8679,The Quiet Man,28.0
8680,The Ramp,82.0
8681,The Raven Remastered,73.0
8682,The Raven: Legacy of a Master Thief,74.0
8683,The Raven: Legacy of a Master Thief - A Murder of Ravens,65.0
8684,The Raven: Legacy of a Master Thief - Ancestry of Lies,63.0
8685,The Red Lantern,65.0
8686,The Red Solstice,74.0
8687,The Red Star,71.5
8688,The Red Strings Club,80.0
8689,The Riftbreaker,83.0
8690,The Room,74.0
8691,The Room VR: A Dark Matter,76.5
8692,The Rub Rabbits!,68.0
8693,The Saboteur,73.66666666666667
8694,The Sacred Rings,44.0
8695,The Scourge Project: Episodes 1 and 2,44.0
8696,The Secret Saturdays: Beasts of the 5th Sun,60.0
8697,The Secret World,74.0
8698,The Secret of Monkey Island: Special Edition,87.0
8699,The Secrets of Atlantis,48.0
8700,The Secrets of Da Vinci: The Forbidden Manuscript,69.0
8701,The Settlers 7: Paths to a Kingdom,79.0
8702,The Settlers History Collection,62.0
8703,The Settlers: Rise of an Empire,66.0
8704,The Seven Deadly Sins: Knights of Britannia,55.0
8705,The Sexy Brutale,78.25
8706,The Shapeshifting Detective,71.5
8707,The Shattering,69.0
8708,The Shield: The Game,35.0
8709,The Ship,76.0
8710,The Shoot,60.0
8711,The Showdown Effect,67.0
8712,The Signal From Tolva,69.0
8713,The Signifier,68.0
8714,The Silent Hill Experience,72.0
8715,The Silver Case,64.0
8716,The Silver Case 2425,72.0
8717,The Simpsons Arcade Game,68.0
8718,The Simpsons Game,67.0
8719,The Sims 2,69.33333333333333
8720,The Sims 2 Apartment Life,75.0
8721,The Sims 2 Seasons,78.0
8722,The Sims 2 University,81.0
8723,The Sims 2: Apartment Pets,50.0
8724,The Sims 2: Bon Voyage,74.0
8725,The Sims 2: Castaway,70.0
8726,The Sims 2: FreeTime,74.0
8727,The Sims 2: Nightlife,76.0
8728,The Sims 2: Open for Business,78.0
8729,The Sims 2: Pets,66.4
8730,The Sims 3,73.0
8731,The Sims 3 Seasons,73.0
8732,The Sims 3 Supernatural,74.0
8733,The Sims 3: Ambitions,74.0
8734,The Sims 3: Generations,70.0
8735,The Sims 3: Into the Future,80.0
8736,The Sims 3: Island Paradise,73.0
8737,The Sims 3: Late Night Expansion Pack,74.0
8738,The Sims 3: Pets,73.0
8739,The Sims 3: Showtime,67.0
8740,The Sims 3: University Life,72.0
8741,The Sims 3: World Adventures,81.0
8742,The Sims 4,67.33333333333333
8743,The Sims 4: Cats & Dogs,80.0
8744,The Sims 4: City Living,78.0
8745,The Sims 4: Cottage Living,81.0
8746,The Sims 4: Discover University,81.0
8747,The Sims 4: Eco Lifestyle,82.0
8748,The Sims 4: Get Famous,77.0
8749,The Sims 4: Get Together,72.0
8750,The Sims 4: Get to Work,73.0
8751,The Sims 4: Outdoor Retreat,66.0
8752,The Sims 4: Paranormal Stuff Pack,76.0
8753,The Sims 4: Seasons,81.0
8754,The Sims 4: Snowy Escape,80.0
8755,The Sims 4: Star Wars - Journey to Batuu,70.0
8756,The Sims Medieval,77.0
8757,The Sims Medieval: Pirates & Nobles,67.0
8758,The Sims: Castaway Stories,73.0
8759,The Sims: Life Stories,72.0
8760,The Sims: Pet Stories,67.0
8761,The Sinking City,67.4
8762,The Sky Crawlers: Innocent Aces,74.0
8763,The Sly Collection,85.0
8764,The Smurfs: Mission Vileaf,66.0
8765,The Sojourn,74.0
8766,The Solitaire Conspiracy,70.0
8767,The Solus Project,66.5
8768,The Sopranos: Road to Respect,42.0
8769,The Spectrum Retreat,68.0
8770,The Spiderwick Chronicles,61.2
8771,The Splatters,72.0
8772,The Stanley Parable,88.0
8773,The Starship Damrey,58.0
8774,The Station,65.66666666666667
8775,The Stillness of the Wind,66.0
8776,The Stretchers,75.0
8777,The Suffering: Ties That Bind,74.66666666666667
8778,The Suicide of Rachel Foster,60.5
8779,The Sun and Moon,69.0
8780,The Surge,73.0
8781,The Surge 2,76.33333333333333
8782,The Survivalists,71.66666666666667
8783,The Swapper,85.0
8784,The Swindle,71.5
8785,The Swords of Ditto,74.0
8786,The Swords of Ditto: Mormo's Curse,76.0
8787,The TakeOver,73.0
8788,The Tales of Bearsworth Manor: Chaotic Conflicts,54.0
8789,The Tales of Bearsworth Manor: Puzzling Pages,58.0
8790,The Talos Principle,85.0
8791,The Talos Principle: Deluxe Edition,88.0
8792,The Talos Principle: Road To Gehenna,82.0
8793,The Technomancer,61.333333333333336
8794,The Testament of Sherlock Holmes,67.33333333333333
8795,The Textorcist: The Story of Ray Bibbia,78.0
8796,The Thin Silence,67.0
8797,The Three Musketeers: One for All!,53.0
8798,The Tiny Bang Story,63.0
8799,The Tomb Raider Trilogy,78.0
8800,The Tomorrow Children,54.0
8801,The Touryst,79.0
8802,The Tower SP,62.0
8803,The Town of Light,63.666666666666664
8804,The Turing Test,77.0
8805,The Typing of the Dead: Overkill,71.0
8806,The Uncertain: Light at the End,44.0
8807,The UnderGarden,66.0
8808,The Unexpected Quest,49.0
8809,The Unfinished Swan,79.0
8810,The Vale: Shadow of the Crown,82.0
8811,The Vanishing of Ethan Carter,80.0
8812,The VideoKid,65.0
8813,The Void,77.0
8814,The Walking Dead Onslaught,58.5
8815,The Walking Dead: 400 Days,78.66666666666667
8816,The Walking Dead: A Telltale Games Series,90.5
8817,The Walking Dead: A Telltale Games Series - The Complete First Season,82.0
8818,The Walking Dead: Episode 1 - A New Day,81.66666666666667
8819,The Walking Dead: Episode 2 - Starved for Help,84.0
8820,The Walking Dead: Episode 3 - Long Road Ahead,86.66666666666667
8821,The Walking Dead: Episode 4 - Around Every Corner,81.0
8822,The Walking Dead: Episode 5 - No Time Left,88.66666666666667
8823,The Walking Dead: Michonne - A Telltale Miniseries,67.0
8824,The Walking Dead: Michonne - Episode 1: In Too Deep,68.0
8825,The Walking Dead: Michonne - Episode 2: Give No Shelter,66.0
8826,The Walking Dead: Michonne - Episode 3: What We Deserve,73.5
8827,The Walking Dead: Saints & Sinners,80.0
8828,The Walking Dead: Season Two - A Telltale Games Series,80.0
8829,The Walking Dead: Season Two Episode 1 - All That Remains,79.0
8830,The Walking Dead: Season Two Episode 2 - A House Divided,81.0
8831,The Walking Dead: Season Two Episode 3 - In Harm's Way,81.0
8832,The Walking Dead: Season Two Episode 4 - Amid the Ruins,75.66666666666667
8833,The Walking Dead: Season Two Episode 5 - No Going Back,83.0
8834,The Walking Dead: Survival Instinct,34.666666666666664
8835,The Walking Dead: The Telltale Definitive Series,83.5
8836,The Walking Dead: The Telltale Series - A New Frontier,69.0
8837,The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,79.66666666666667
8838,The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,79.33333333333333
8839,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,71.5
8840,The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,66.5
8841,The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,69.0
8842,The Walking Dead: The Telltale Series - The Final Season,77.66666666666667
8843,The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,74.33333333333333
8844,The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,70.0
8845,The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,76.0
8846,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,76.0
8847,The War of the Worlds,55.0
8848,The Wardrobe,72.0
8849,The Warlock of Firetop Mountain,70.0
8850,The Warriors,83.33333333333333
8851,The Warriors: Street Brawl,40.0
8852,The Way,67.0
8853,The Way Remastered,63.0
8854,The Weaponographist,58.0
8855,The Westport Independent,63.0
8856,The Whispered World,70.0
8857,The Wild At Heart,76.0
8858,The Witch and the Hundred Knight,53.0
8859,The Witch and the Hundred Knight 2,61.0
8860,The Witch and the Hundred Knight: Revival Edition,63.0
8861,The Witcher,81.0
8862,The Witcher 2: Assassins of Kings,88.0
8863,The Witcher 3: Wild Hunt,92.0
8864,The Witcher 3: Wild Hunt - Blood and Wine,91.5
8865,The Witcher 3: Wild Hunt - Complete Edition,85.0
8866,The Witcher 3: Wild Hunt - Hearts of Stone,89.5
8867,The Witcher Adventure Game,68.0
8868,The Witcher: Enhanced Edition,86.0
8869,The Witness,86.66666666666667
8870,The Wizard of Oz: Beyond the Yellow Brick Road,68.0
8871,The Wizards,80.0
8872,The Wizards: Enhanced Edition,68.0
8873,The Wolf Among Us,80.0
8874,The Wolf Among Us: Episode 1 - Faith,84.0
8875,The Wolf Among Us: Episode 2 - Smoke and Mirrors,77.0
8876,The Wolf Among Us: Episode 3 - A Crooked Mile,79.5
8877,The Wolf Among Us: Episode 4 - In Sheep's Clothing,74.5
8878,The Wolf Among Us: Episode 5 - Cry Wolf,81.33333333333333
8879,The Wonderful 101,78.0
8880,The Wonderful 101: Remastered,74.0
8881,The World Ends with You,88.0
8882,The World Ends with You: Final Remix,77.0
8883,The World Next Door,63.0
8884,The Yakuza Remastered Collection,82.0
8885,The Yawhg,66.0
8886,The friends of Ringo Ishikawa,64.0
8887,Thea: The Awakening,72.0
8888,Theatre of War,66.0
8889,Theatre of War 2: Africa 1943,63.0
8890,Theatre of War 3: Korea,49.0
8891,Theatrhythm Final Fantasy,78.0
8892,Theatrhythm Final Fantasy: Curtain Call,83.0
8893,Theme Park,72.0
8894,There Came an Echo,58.0
8895,There is no game : Wrong dimension,88.0
8896,Theseus,56.0
8897,They Always Run,73.0
8898,They Are Billions,74.0
8899,They Bleed Pixels,74.0
8900,Thief,68.66666666666667
8901,Thief of Thieves: Season One,47.0
8902,Thimbleweed Park,84.0
8903,Things on Wheels,41.0
8904,Thirty Flights of Loving,88.0
8905,This Is the Police,66.66666666666667
8906,This Is the President,68.0
8907,This War of Mine,83.0
8908,This War of Mine: Complete Edition,80.0
8909,This War of Mine: The Little Ones,78.0
8910,This is the Police,66.0
8911,This is the Police 2,62.0
8912,Thomas Was Alone,78.33333333333333
8913,Thor: God of Thunder,50.4
8914,Those Who Remain,52.0
8915,Three Fourths Home,77.0
8916,Three Fourths Home: Extended Edition,64.0
8917,Thrillville,70.66666666666667
8918,Thrillville: Off the Rails,71.0
8919,Thronebreaker: The Witcher Tales,83.5
8920,Through the Darkest of Times,71.0
8921,Through the Woods,64.5
8922,Thumper,85.25
8923,Thunder Tier One,65.0
8924,Thunder Wolves,65.5
8925,Thundercats,28.0
8926,TiQal,58.0
8927,Ticket to Ride,70.0
8928,Tiger Woods PGA Tour,78.0
8929,Tiger Woods PGA Tour 06,79.66666666666667
8930,Tiger Woods PGA Tour 07,77.57142857142857
8931,Tiger Woods PGA Tour 08,74.83333333333333
8932,Tiger Woods PGA Tour 09,83.0
8933,Tiger Woods PGA Tour 09 All-Play,81.0
8934,Tiger Woods PGA Tour 10,79.75
8935,Tiger Woods PGA Tour 11,80.33333333333333
8936,Tiger Woods PGA Tour 12: The Masters,81.66666666666667
8937,Tiger Woods PGA Tour 13,76.0
8938,Tiger Woods PGA Tour 14,75.5
8939,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,65.0
8940,Time Ace,52.0
8941,Time Carnage,54.0
8942,Time Crisis 4,60.0
8943,Time Crisis: Razing Storm,58.0
8944,"Time Gentlemen, Please!",84.0
8945,Time Hollow,64.0
8946,Time Loader,79.0
8947,Time Machine VR,58.0
8948,Time Machine: Rogue Pilot,64.0
8949,Time Pilot,63.0
8950,Time Recoil,70.0
8951,Time and Eternity,42.0
8952,TimeShift,70.33333333333333
8953,TimeSplitters: Future Perfect,83.0
8954,Timelie,77.0
8955,Timespinner,82.5
8956,Tiny & Big: Grandpa's Leftovers,75.0
8957,Tiny Barbarian DX,77.0
8958,Tiny Brains,64.0
8959,Tiny Metal,67.0
8960,Tiny Metal: Full Metal Rumble,77.0
8961,Tiny Racer,29.0
8962,Tiny Trax,72.0
8963,Tiny Troopers,57.0
8964,Tiny Troopers: Joint Ops,62.0
8965,Titan Attacks!,63.0
8966,Titan Quest,65.75
8967,Titan Quest: Immortal Throne,80.0
8968,Titan Quest: Ragnarok,71.0
8969,Titan Souls,73.5
8970,Titanfall,85.0
8971,Titanfall 2,87.33333333333333
8972,Titanfall: Expedition,73.0
8973,To End All Wars,71.0
8974,To the Moon,82.5
8975,Toby: The Secret Mine,56.0
8976,ToeJam & Earl: Back in the Groove,70.66666666666667
8977,ToeJam & Earl: Back in the Groove!,75.0
8978,Toki,66.0
8979,Toki Tori,80.33333333333333
8980,Toki Tori 2,76.0
8981,Toki Tori 2 +,79.33333333333333
8982,Tokobot,72.0
8983,Tokobot Plus: Mysteries of the Karakuri,66.0
8984,Tokyo 42,70.5
8985,Tokyo Beat Down,56.0
8986,Tokyo Crash Mobs,68.0
8987,Tokyo Dark,70.0
8988,Tokyo Jungle,74.0
8989,Tokyo Mirage Sessions #FE,80.0
8990,Tokyo Mirage Sessions #FE Encore,81.0
8991,Tokyo Tattoo Girls,36.0
8992,Tokyo Twilight Ghost Hunters,63.5
8993,Tokyo Twilight Ghost Hunters: Daybreak Special Gigs,64.0
8994,Tokyo Xanadu,74.0
8995,Tokyo Xanadu eX+,75.0
8996,Tokyo Xtreme Racer DRIFT,59.0
8997,Tokyo Xtreme Racer DRIFT 2,46.0
8998,Tom Clancy's EndWar,71.6
8999,Tom Clancy's Ghost Recon,46.0
9000,Tom Clancy's Ghost Recon 2,54.0
9001,Tom Clancy's Ghost Recon 2 Summit Strike,84.0
9002,Tom Clancy's Ghost Recon Advanced Warfighter,70.0
9003,Tom Clancy's Ghost Recon Advanced Warfighter 2,76.75
9004,Tom Clancy's Ghost Recon Phantoms,70.0
9005,Tom Clancy's Ghost Recon Predator,54.0
9006,Tom Clancy's Ghost Recon: Breakpoint,58.666666666666664
9007,Tom Clancy's Ghost Recon: Future Soldier,76.33333333333333
9008,Tom Clancy's Ghost Recon: Shadow Wars,77.0
9009,Tom Clancy's Ghost Recon: Wildlands,71.66666666666667
9010,Tom Clancy's HAWX,72.33333333333333
9011,Tom Clancy's HAWX 2,62.75
9012,Tom Clancy's Rainbow Six Critical Hour,54.0
9013,Tom Clancy's Rainbow Six Siege,75.33333333333333
9014,Tom Clancy's Rainbow Six Vegas,78.0
9015,Tom Clancy's Rainbow Six Vegas 2,81.5
9016,Tom Clancy's Rainbow Six: Lockdown,68.75
9017,Tom Clancy's Rainbow Six: Vegas,85.0
9018,Tom Clancy's Rainbow Six: Vegas 2,78.0
9019,Tom Clancy's Splinter Cell 3D,53.0
9020,Tom Clancy's Splinter Cell Chaos Theory,87.33333333333333
9021,Tom Clancy's Splinter Cell Classic Trilogy HD,67.0
9022,Tom Clancy's Splinter Cell Double Agent,76.83333333333333
9023,Tom Clancy's Splinter Cell Essentials,58.0
9024,Tom Clancy's Splinter Cell: Blacklist,82.66666666666667
9025,Tom Clancy's Splinter Cell: Chaos Theory,71.0
9026,Tom Clancy's Splinter Cell: Conviction,84.0
9027,Tom Clancy's Splinter Cell: Double Agent,80.0
9028,Tom Clancy's The Division,79.66666666666667
9029,Tom Clancy's The Division - Underground,66.5
9030,Tom Clancy's The Division 2,82.66666666666667
9031,Tom Clancy's The Division 2: Warlords of New York,78.33333333333333
9032,Tomb Raider,86.33333333333333
9033,Tomb Raider Underworld: Beneath the Ashes,60.0
9034,Tomb Raider Underworld: Lara's Shadow,66.0
9035,Tomb Raider: Anniversary,77.75
9036,Tomb Raider: Definitive Edition,85.5
9037,Tomb Raider: Legend,75.16666666666667
9038,Tomb Raider: Underworld,74.2
9039,Tomena Sanner,77.0
9040,Tomodachi Life,71.0
9041,Tony Hawk Ride,45.666666666666664
9042,Tony Hawk's American Sk8land,74.0
9043,Tony Hawk's American Wasteland,74.8
9044,Tony Hawk's Downhill Jam,68.0
9045,Tony Hawk's Motion,39.0
9046,Tony Hawk's Pro Skater 1 + 2,88.16666666666667
9047,Tony Hawk's Pro Skater 5,35.5
9048,Tony Hawk's Pro Skater HD,66.5
9049,Tony Hawk's Project 8,72.2
9050,Tony Hawk's Proving Ground,70.25
9051,Tony Hawk's Underground 2 Remix,83.0
9052,Tony Hawk: Shred,53.0
9053,Too Human,65.0
9054,Toodee and Topdee,74.0
9055,Tooth and Tail,80.0
9056,Top Darts,70.0
9057,Top Gear RPM Tuning,45.0
9058,Top Gun,48.5
9059,Top Gun: Hard Lock,54.0
9060,Top Spin,67.0
9061,Top Spin 2,65.33333333333333
9062,Top Spin 3,71.5
9063,Top Spin 4,73.33333333333333
9064,Topatoi: Spinning Through The Worlds,55.0
9065,Torchlight,82.0
9066,Torchlight II,81.75
9067,Torchlight III,64.5
9068,Toren,56.5
9069,Toribash: Violence Perfected,53.0
9070,Torino 2006 - The Official Video Game of the XX Olympic Winter Games,37.0
9071,Torino 2006 - the Official Video Game of the XX Olympic Winter Games,37.5
9072,Tork: Prehistoric Punk,62.0
9073,Torment: Tides of Numenera,78.66666666666667
9074,Tormented Souls,73.5
9075,Tormentum - Dark Sorrow,72.0
9076,Tornado,44.0
9077,Tornado Outbreak,67.33333333333333
9078,Tortuga - Two Treasures,48.0
9079,Total Overdose: A Gunslinger's Tale in Mexico,71.33333333333333
9080,Total War: Arena,75.0
9081,Total War: Attila,80.0
9082,Total War: Rome II,76.0
9083,Total War: Rome II - Caesar in Gaul,63.0
9084,Total War: Rome II - Empire Divided,62.0
9085,Total War: Rome Remastered,75.0
9086,Total War: Shogun 2,90.0
9087,Total War: Shogun 2 - Fall of the Samurai,86.0
9088,Total War: Three Kingdoms,85.0
9089,Total War: Three Kingdoms - A World Betrayed,80.0
9090,Total War: Three Kingdoms - Eight Princes,67.0
9091,Total War: Three Kingdoms - Mandate of Heaven,80.0
9092,Total War: WARHAMMER,86.0
9093,Total War: WARHAMMER - Call of the Beastmen,72.0
9094,Total War: WARHAMMER - Realm of the Wood Elves,76.0
9095,Total War: WARHAMMER II,87.0
9096,Total War: WARHAMMER II - Curse of the Vampire Coast,83.0
9097,Total War: WARHAMMER II - Rise of the Tomb Kings,84.0
9098,TotemBall,44.0
9099,Touch Detective,60.0
9100,Touch Detective 2 1/2,67.0
9101,Touch My Katamari,69.0
9102,Touch the Dead,56.0
9103,TouchMaster,71.0
9104,TouchMaster 2,76.0
9105,TouchMaster 3,68.0
9106,Touhou Genso Rondo: Bullet Ballet,55.0
9107,Touhou Genso Wanderer,70.0
9108,Touhou Genso Wanderer Reloaded,64.0
9109,Touhou Kobuto V: Burst Battle,40.0
9110,Touhou Spell Bubble,77.0
9111,Touhou: Scarlet Curiosity,58.0
9112,Toukiden 2,77.0
9113,Toukiden: Kiwami,74.0
9114,Toukiden: The Age of Demons,71.0
9115,Tour de France 2014,53.0
9116,Tour de France 2018,57.0
9117,Tour de France 2020,61.0
9118,Tourist Trophy,74.0
9119,Tournament of Legends,45.0
9120,Tower 57,72.0
9121,Tower Bloxx Deluxe,62.0
9122,Tower of Guns,72.0
9123,Tower of Time,77.0
9124,TowerFall Ascension,84.66666666666667
9125,Townsmen: A Kingdom Rebuilt,64.0
9126,Toy Home,57.0
9127,Toy Odyssey: The Lost and Found,71.0
9128,Toy Shop,31.0
9129,Toy Soldiers,81.0
9130,Toy Soldiers: Cold War,81.0
9131,Toy Soldiers: War Chest,61.0
9132,Toy Stunt Bike,58.0
9133,Toybox Turbos,69.0
9134,Trace Memory,70.0
9135,Track & Field,63.0
9136,Track Lab,64.0
9137,TrackMania 2 Canyon,81.0
9138,TrackMania 2 Valley,79.0
9139,TrackMania DS,75.0
9140,TrackMania Sunrise,82.0
9141,TrackMania United,80.0
9142,TrackMania: Build to Race,74.0
9143,Trackmania,74.0
9144,Trackmania Turbo,78.66666666666667
9145,Tracks: The Train Set Game,69.0
9146,Trailblazers,64.66666666666667
9147,Train Fever,67.0
9148,Train Sim World,56.0
9149,Trajectile,77.0
9150,Transference,72.0
9151,Transformers Animated: The Game,69.0
9152,Transformers Prime: The Game,56.0
9153,Transformers: Autobots,67.0
9154,Transformers: Cybertron Adventures,41.0
9155,Transformers: Dark of the Moon,58.0
9156,Transformers: Dark of the Moon - Stealth Force Edition,32.0
9157,Transformers: Decepticons,66.0
9158,Transformers: Devastation,75.33333333333333
9159,Transformers: Fall of Cybertron,78.0
9160,Transformers: Revenge of the Fallen,58.75
9161,Transformers: Revenge of the Fallen - Autobots,64.0
9162,Transformers: Revenge of the Fallen - Decepticons,66.0
9163,Transformers: Rise of the Dark Spark,45.75
9164,Transformers: The Game,52.833333333333336
9165,Transformers: War for Cybertron,76.0
9166,Transformers: War for Cybertron - Autobots,62.0
9167,Transformers: War for Cybertron - Decepticons,62.0
9168,Transient,65.0
9169,Transistor,84.0
9170,Transport Fever,71.0
9171,Transport Fever 2,76.0
9172,Transpose,80.0
9173,Trapped Dead,50.0
9174,Trapt,60.0
9175,Trash Panic,72.0
9176,Trauma Center: New Blood,77.0
9177,Trauma Center: Second Opinion,80.0
9178,Trauma Center: Under the Knife,81.0
9179,Trauma Center: Under the Knife 2,79.0
9180,Trauma Team,82.0
9181,Traverser,61.0
9182,Travis Strikes Again: No More Heroes,67.0
9183,Travis Strikes Again: No More Heroes - Complete Edition,63.0
9184,Traxxpad,78.0
9185,Treachery in Beatdown City,64.0
9186,Treasure World,68.0
9187,Trials Evolution,90.0
9188,Trials Evolution: Gold Edition,85.0
9189,Trials Evolution: Origin of Pain,85.0
9190,Trials Fusion,79.66666666666667
9191,Trials HD,86.0
9192,Trials Rising,81.25
9193,Trials of Fire,81.0
9194,Trials of Mana,76.0
9195,Trials of the Blood Dragon,55.333333333333336
9196,Tribes of Midgard,72.0
9197,Tribes: Ascend,86.0
9198,Tricky Towers,72.0
9199,Trigger Witch,75.5
9200,Triggerheart Exelica,63.0
9201,Trillion: God of Destruction,65.0
9202,Trine,81.5
9203,Trine 2,84.66666666666667
9204,Trine 2: Complete Story,84.0
9205,Trine 2: Director's Cut,84.0
9206,Trine 3: The Artifacts of Power,68.0
9207,Trine 4: The Nightmare Prince,80.25
9208,Trinity Universe,62.0
9209,Trinity: Souls of Zill O'll,55.0
9210,Trioncube,55.0
9211,Trivial Pursuit,66.33333333333333
9212,Troll and I,39.0
9213,Tron,43.0
9214,Tropico 3,77.0
9215,Tropico 3: Absolute Power,79.0
9216,Tropico 4,77.5
9217,Tropico 4: Modern Times,78.0
9218,Tropico 5,75.5
9219,Tropico 5 Penultimate Edition,75.0
9220,Tropico 6,75.5
9221,Trouble Witches Neo!,69.0
9222,Trover Saves the Universe,78.0
9223,Truberbrook,67.0
9224,Truberbrook: A Nerd Saves the World,66.0
9225,Truck Racing Championship,60.0
9226,True Crime: New York City,58.25
9227,True Swing Golf,66.0
9228,Trulon: The Shadow Engine,49.0
9229,Tryst,50.0
9230,Tumble,74.0
9231,Tumble VR,69.0
9232,TumbleSeed,78.0
9233,Tumblestone,71.0
9234,Tunche,68.0
9235,Tunnel Rats: 1968,30.0
9236,Turn It Around,39.0
9237,TurnOn,67.0
9238,Turning Point: Fall of Liberty,41.333333333333336
9239,Turnip Boy Commits Tax Evasion,73.0
9240,Turok,68.75
9241,Turok 2: Seeds of Evil Remaster,60.0
9242,Turok Remastered,67.0
9243,Turrican Flashback,70.0
9244,Turtle Tale,41.0
9245,TurtlePop: Journey to Freedom,62.0
9246,Twelve Minutes,73.0
9247,Twin Breaker: A Sacred Symbols Adventure,69.0
9248,Twin Mirror,62.333333333333336
9249,Twin Sector,49.0
9250,Twin Strike: Operation Thunder,50.0
9251,Twisted Metal,76.0
9252,Twisted Metal: Head-On,79.0
9253,Twisted Metal: Head-On - Extra Twisted Edition,73.0
9254,Two Point Hospital,83.5
9255,Two Worlds,57.5
9256,Two Worlds II,70.66666666666667
9257,Two Worlds II: Pirates of the Flying Fortress,78.0
9258,TxK,84.0
9259,Ty the Tasmanian Tiger 3: Night of the Quinkan,67.33333333333333
9260,Tycoon City: New York,67.0
9261,Typoman,57.0
9262,Typoman: Revised,70.5
9263,Tyranny,80.0
9264,Tyranny: Bastard's Wound,67.0
9265,UEFA Champions League 2006-2007,71.66666666666667
9266,UEFA EURO 2008,76.0
9267,UEFA EURO 2016,72.0
9268,UEFA Euro 2012,66.33333333333333
9269,UFC Personal Trainer: The Ultimate Fitness System,67.5
9270,UFC Undisputed 2009,83.5
9271,UFC Undisputed 2010,81.0
9272,UFC Undisputed 3,85.5
9273,UFO: Afterlight,71.0
9274,UFO: Aftershock,67.0
9275,UFO: Extraterrestrials,68.0
9276,UberSoldier,57.0
9277,Ugly Americans: Apocalypsegeddon,45.0
9278,Ultimate Band,64.0
9279,Ultimate Block Party,76.0
9280,Ultimate General: Gettysburg,84.0
9281,Ultimate Ghosts 'n Goblins,72.0
9282,Ultimate Marvel vs. Capcom 3,79.0
9283,Ultimate Mortal Kombat,73.0
9284,Ultimate Mortal Kombat 3,70.0
9285,Ultimate NES Remix,69.0
9286,Ultimate Spider-Man,76.0
9287,Ultra Age,69.0
9288,Ultra Street Fighter II: The Final Challengers,66.0
9289,Ultra Street Fighter IV,79.33333333333333
9290,Ultracore,65.0
9291,Ultratron,73.0
9292,Umbrella Corps,37.0
9293,Umurangi Generation,81.0
9294,Unavowed,87.0
9295,Unbound Saga,53.5
9296,Unbound: Worlds Apart,78.0
9297,Unbox: Newbie's Adventure,62.0
9298,Uncanny Valley,58.666666666666664
9299,Unchained Blades,63.0
9300,Uncharted 2: Among Thieves,96.0
9301,Uncharted 3: Drake's Deception,92.0
9302,Uncharted 4: A Thief's End,93.0
9303,Uncharted: Drake's Fortune,88.0
9304,Uncharted: Fight for Fortune,67.0
9305,Uncharted: Golden Abyss,80.0
9306,Uncharted: The Lost Legacy,84.0
9307,Uncharted: The Nathan Drake Collection,86.0
9308,Undead Knights,63.0
9309,Under Defeat HD,73.0
9310,Under Night In-Birth Exe:Late,80.0
9311,Under Night In-Birth Exe:Late[cl-r],81.0
9312,Under Night In-Birth Exe:Late[st],78.0
9313,Under Siege,69.0
9314,UnderMine,83.0
9315,Undercover: Operation Wintersun,57.0
9316,Underground,67.0
9317,Underground Pool,40.0
9318,Underrail,72.0
9319,Undertale,92.33333333333333
9320,Undertow,76.0
9321,Underworld Ascendant,37.0
9322,Unepic,69.0
9323,Unforeseen Incidents,80.0
9324,Unit 13,71.0
9325,Unit 4,76.0
9326,Unity of Command,84.0
9327,Unity of Command II,88.0
9328,Universe at War: Earth Assault,71.5
9329,Unmechanical,74.0
9330,Unmechanical: Extended Edition,70.5
9331,Uno,69.5
9332,Uno Rush,77.0
9333,Unpacking,83.66666666666667
9334,Unplugged (Vertigo Games),74.0
9335,Unravel,78.0
9336,Unravel Two,79.0
9337,Unreal Championship 2: The Liandri Conflict,85.0
9338,Unreal Tournament III,83.66666666666667
9339,Unrest,65.0
9340,Unruly Heroes,77.0
9341,Unsighted,84.0
9342,Unsolved Crimes,66.0
9343,Unstoppable Gorg,73.0
9344,Until Dawn,79.0
9345,Until Dawn: Rush of Blood,72.0
9346,Untitled Goose Game,80.0
9347,Unto The End,74.5
9348,Untold Legends: Brotherhood of the Blade,68.0
9349,Untold Legends: Dark Kingdom,58.0
9350,Untold Legends: The Warrior's Code,65.0
9351,Urban Chaos: Riot Response,72.5
