,name,scores_avg
742,Battle Worlds: Kronos,71.0
743,Battle of Britain II: Wings of Victory,75.0
744,Battle of Europe,54.0
745,Battle of the Bands,58.0
746,Battle: Los Angeles,40.0
747,BattleBlock Theater,85.0
748,BattleForge,75.0
749,BattleTech,78.0
750,BattleZone,57.0
751,Battleborn,69.33333333333333
752,Battlefield 1,88.0
753,Battlefield 1943,83.5
754,Battlefield 1: They Shall Not Pass,76.0
755,Battlefield 2,91.0
756,Battlefield 2042,65.0
757,Battlefield 2142,80.0
758,Battlefield 2142: Northern Strike,77.0
759,Battlefield 2: Euro Force,71.0
760,Battlefield 2: Modern Combat,79.0
761,Battlefield 2: Special Forces,77.0
762,Battlefield 3,86.0
763,Battlefield 3: Armored Kill,83.0
764,Battlefield 3: Back to Karkand,84.0
765,Battlefield 3: Close Quarters,72.5
766,Battlefield 3: End Game,78.0
767,Battlefield 4,81.25
768,Battlefield Hardline,71.66666666666667
769,Battlefield Heroes,69.0
770,Battlefield V,77.33333333333333
771,Battlefield: Bad Company,83.5
772,Battlefield: Bad Company 2,87.66666666666667
773,Battlefield: Bad Company 2 Vietnam,87.33333333333333
774,Battlefield: Play4Free,68.0
775,Battlefleet Gothic: Armada,77.0
776,Battlefleet Gothic: Armada 2,77.0
777,Battlerite,85.0
778,Battles of Prince of Persia,64.0
779,Battleship,49.0
780,Battlestar Galactica,50.0
781,Battlestar Galactica Deadlock,76.5
782,Battlestations: Midway,74.5
783,Battlestations: Pacific,75.0
784,Battletoads,69.0
785,Battlezone,58.0
786,Battlezone 98 Redux,75.0
787,Battlezone: Combat Commander,68.0
788,Battlezone: Gold Edition,75.0
789,Bayonetta,87.4
790,Bayonetta & Vanquish,84.0
791,Bayonetta + Bayonetta 2,90.0
792,Bayonetta 2,91.5
793,Bear With Me: Episode 1,68.0
794,Beat City,70.0
795,Beat Cop,70.5
796,Beat Down,51.0
797,Beat Down: Fists of Vengeance,48.0
798,Beat Hazard,70.0
799,Beat Hazard Ultra,63.0
800,Beat Saber,89.5
801,Beat Sketcher,67.0
802,Beatbuddy: Tale of the Guardians,75.0
803,Beaterator,80.0
804,Beatmania,67.0
805,Beautiful Desolation,71.0
806,Beautiful Katamari,73.0
807,Bedlam: The Game by Christopher Brookmyre,53.0
808,Bee Movie Game,65.0
809,Bee Simulator,57.75
810,Before We Leave,72.0
811,Before Your Eyes,77.0
812,Before the Echo,70.0
813,Behind the Frame: The Finest Scenery,73.0
814,Beholder,75.0
815,Beholder: Complete Edition,68.5
816,Beijing 2008 - The Official Video Game of the Olympic Games,59.0
817,Beijing 2008: The Official Video Game of the Olympic Games,52.0
818,Bejeweled 2,74.0
819,Bejeweled 2 Deluxe,69.0
820,Bejeweled 3,78.33333333333333
821,Bejeweled Blitz Live,68.0
822,Bejeweled Twist,77.5
823,Belief & Betrayal,53.0
824,Bellator: MMA Onslaught,47.0
825,Below,70.66666666666667
826,Ben 10 Alien Force: Vilgax Attacks,61.0
827,Ben 10: Omniverse,43.0
828,Bendy and the Ink Machine,70.5
829,Beowulf: The Game,48.666666666666664
830,Bermuda Triangle: Saving the Coral,60.0
831,Berserk and the Band of the Hawk,66.0
832,Best Friend Forever,60.0
833,Best of Tests DS,32.0
834,Bet on Soldier: Blood Sport,56.0
835,Betrayer,62.0
836,Between Me and The Night,62.0
837,Beyblade: Evolution,49.0
838,Beyond A Steel Sky,72.0
839,Beyond Blue,71.5
840,Beyond Eyes,57.333333333333336
841,Beyond Good & Evil HD,83.5
842,Beyond: Two Souls,72.66666666666667
843,Bientot l'ete,62.0
844,Big Bang Mini,78.0
845,Big Beach Sports,44.0
846,Big Brain Academy,74.0
847,Big Brain Academy: Brain vs. Brain,73.0
848,Big Brain Academy: Wii Degree,68.0
849,Big Bumpin',63.0
850,Big Mutha Truckers 2,48.333333333333336
851,Big Oil: Build an Oil Empire,31.0
852,Big Pharma,72.0
853,Big Rumble Boxing: Creed Champions,62.5
854,Big Sky: Infinity,71.0
855,BigFest,59.0
856,Binary Domain,71.33333333333333
857,BioShock,95.33333333333333
858,BioShock 2,88.0
859,BioShock 2: Minerva's Den,82.0
860,BioShock Infinite,93.66666666666667
861,BioShock Infinite: Burial at Sea - Episode One,71.33333333333333
862,BioShock Infinite: Burial at Sea - Episode Two,82.0
863,BioShock Infinite: Clash in the Clouds,68.0
864,BioShock: The Collection,83.0
865,Biology Battle,69.0
866,Biomutant,66.0
867,Bionic Commando,70.0
868,Bionic Commando Rearmed 2,62.5
869,Bionic Commando: Rearmed,86.0
870,Bionicle Heroes,58.8
871,Biped,72.0
872,Bird & Beans,71.0
873,Bird Mania 3D,51.0
874,Birds of Steel,75.0
875,Birth of America,71.0
876,Birthdays the Beginning,65.0
877,Bit Boy!! Arcade,53.0
878,Bit.Trip Beat,80.0
879,Bit.Trip Complete,84.0
880,Bit.Trip Core,80.0
881,Bit.Trip Fate,74.5
882,Bit.Trip Flux,81.0
883,Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,85.0
884,Bit.Trip Runner,76.0
885,Bit.Trip Saga,75.0
886,Bit.Trip Void,79.0
887,Bite the Bullet,64.0
888,Bitlogic - A Cyberpunk Arcade Adventure,54.0
889,Black,78.0
890,Black & White 2,75.0
891,Black & White 2 - Battle of the Gods,69.0
892,Black Bird,73.0
893,Black Book,75.0
894,Black Clover: Quartet Knights,53.0
895,Black Desert Online,73.0
896,Black Future '88,74.5
897,Black Knight Sword,65.5
898,Black Legend,58.0
899,Black Mesa,84.0
900,Black Mirror,57.0
901,Black Mirror II: Reigning Evil,71.0
902,Black Mirror III: Final Fear,75.0
903,Black Rock Shooter: The Game,66.0
904,Black Sigil: Blade of the Exiled,58.0
905,Black The Fall,68.66666666666667
906,BlackSite: Area 51,59.333333333333336
907,Blackguards,68.0
908,Blackguards 2,74.0
909,Blacklight: Retribution,66.5
910,Blacklight: Tango Down,63.0
911,Blacksad: Under the Skin,64.33333333333333
912,Blackwater,37.0
913,Blackwood Crossing,73.0
914,Blade & Soul,68.0
915,Blade Arcus from Shining: Battle Arena,64.0
916,Blade Dancer: Lineage of Light,60.0
917,Blade Kitten,56.333333333333336
918,Blade Strangers,75.0
919,Bladed Fury,71.5
920,Blades of Time,47.666666666666664
921,Bladestorm: Nightmare,58.0
922,Bladestorm: The Hundred Years' War,60.5
923,Blair Witch,65.0
924,Blasphemous,78.5
925,Blast Factor,68.0
926,Blast Off,84.0
927,"Blast Works: Build, Trade, Destroy",78.0
928,Blaster Master Zero,78.0
929,Blaster Master Zero II,85.0
930,Blaster Master Zero III,80.0
931,Blaster Master: Overdrive,58.0
932,Blasters of the Universe,76.0
933,BlazBlue: Calamity Trigger,86.5
934,BlazBlue: Calamity Trigger Portable,82.0
935,BlazBlue: Central Fiction,84.0
936,BlazBlue: Central Fiction - Special Edition,86.0
937,BlazBlue: Chrono Phantasma,83.0
938,BlazBlue: Chrono Phantasma Extend,82.5
939,BlazBlue: Continuum Shift,86.0
940,BlazBlue: Continuum Shift Extend,83.0
941,BlazBlue: Continuum Shift II,70.5
942,BlazBlue: Cross Tag Battle,77.5
943,BlazeRush,66.0
944,Blazing Angels 2: Secret Missions of WWII,71.33333333333333
945,Blazing Angels: Squadrons of WWII,64.8
946,Blazing Beaks,80.0
947,Blazing Chrome,79.0
948,Bleach: Dark Souls,82.0
949,Bleach: Shattered Blade,58.0
950,Bleach: Soul Resurreccion,58.0
951,Bleach: The 3rd Phantom,59.0
952,Bleach: The Blade of Fate,83.0
953,Bleed,75.0
954,Bleed 2,80.33333333333333
955,Bleeding Edge,64.0
956,Blightbound,59.0
957,Blind,62.0
958,Bliss Island,43.0
959,Blitz: The League,74.33333333333333
960,Blitz: The League II,65.0
961,Blitzkrieg 2,75.0
962,Blitzkrieg 3,68.0
963,Blitzkrieg II: Fall of the Reich,55.0
964,Blizzard Arcade Collection,77.0
965,Block Breaker Deluxe,70.0
966,Block Factory,42.0
967,Block N Load,72.0
968,Blocks That Matter,72.0
969,Blok Drop U,53.0
970,Bloo Kid 2,64.0
971,Blood & Truth,80.0
972,Blood Alloy: Reborn,48.0
973,Blood Bowl,64.66666666666667
974,Blood Bowl 2,72.66666666666667
975,Blood Bowl: Legendary Edition,73.0
976,Blood Drive,43.5
977,Blood Knights,43.0
978,Blood of the Werewolf,70.0
979,BloodRayne 2,67.0
980,BloodRayne: Betrayal,68.5
981,Bloodborne,92.0
982,Bloodborne: The Old Hunters,87.0
983,Bloodforge,42.0
984,Bloodline Champions,79.0
985,Bloodroots,77.33333333333333
986,Bloodsports.TV,69.0
987,Bloodstained: Curse of the Moon,79.5
988,Bloodstained: Curse of the Moon 2,81.0
989,Bloodstained: Ritual of the Night,81.0
990,Bloody Good Time,55.0
991,Blossom Tales: The Sleeping King,80.0
992,Blue Dragon,79.0
993,Blue Dragon Plus,69.0
994,Blue Dragon: Awakened Shadow,63.0
995,Blue Estate,49.0
996,Blue Fire,70.5
997,Blue Reflection,66.0
998,Blue Reflection: Second Light,77.66666666666667
999,Blueberry Garden,68.0
1000,Blues and Bullets - Episode 1: The End of Peace,71.5
1001,Blues and Bullets - Episode 2: Shaking The Hive,74.0
1002,Blur,81.33333333333333
1003,Bob Help Them,56.0
1004,Body and Brain Connection,57.0
1005,Bodycount,51.5
1006,Bohemian Killing,55.0
1007,Boiling Point: Road to Hell,61.0
1008,Boing! Docomodake DS,72.0
1009,Bomb Chicken,77.0
1010,Bomber Crew,74.66666666666667
1011,Bomberman,74.0
1012,Bomberman Blast,86.0
1013,Bomberman Land,57.0
1014,Bomberman Land Portable,55.0
1015,Bomberman Land Touch!,78.0
1016,Bomberman Land Touch! 2,74.0
1017,Bomberman Live,84.0
1018,Bomberman Live: Battlefest,70.0
1019,Bomberman Ultra,81.0
1020,Bomberman: Act Zero,34.0
1021,Bombshell (2016),43.0
1022,Bombslinger,76.0
1023,Bone: Out From Boneville,68.0
1024,Bone: The Great Cow Race,76.0
1025,Bonkies,76.0
1026,Bonsai Barber,75.0
1027,Boogie,55.666666666666664
1028,Boogie Bunnies,54.0
1029,Book of Demons,72.0
1030,Bookbound Brigade,62.5
1031,Bookworm Adventures Deluxe,82.0
1032,Bookworm Adventures: Volume 2,79.0
1033,Boom Blox,85.0
1034,Boom Blox Bash Party,86.0
1035,Boom Boom Rocket,69.0
1036,Boomerang X,80.5
1037,Borderlands,82.66666666666667
1038,Borderlands 2,83.25
1039,Borderlands 2 VR,72.0
1040,Borderlands 2: Captain Scarlett and Her Pirate's Booty,80.5
1041,Borderlands 2: Mr. Torgue's Campaign of Carnage,82.5
1042,Borderlands 2: Sir Hammerlock's Big Game Hunt,73.5
1043,Borderlands 2: Tiny Tina's Assault on Dragon Keep,86.0
1044,Borderlands 3,80.33333333333333
1045,Borderlands 3: Bounty of Blood,77.0
1046,"Borderlands 3: Guns, Love, and Tentacles",72.0
1047,Borderlands 3: Moxxi's Heist of the Handsome Jackpot,75.0
1048,Borderlands 3: Psycho Krieg and the Fantastic Fustercluck,72.0
1049,Borderlands Legendary Collection,82.0
1050,Borderlands: Claptrap's New Robot Revolution,73.0
1051,Borderlands: Game of the Year Edition,78.0
1052,Borderlands: Mad Moxxi's Underdome Riot,59.5
1053,Borderlands: The Handsome Collection,81.0
1054,Borderlands: The Pre-Sequel,75.33333333333333
1055,Borderlands: The Secret Armory of General Knoxx,85.33333333333333
1056,Borderlands: The Zombie Island of Dr. Ned,81.5
1057,Botanicula,82.0
1058,Boulder Dash-XL,71.0
1059,Bound,71.0
1060,Bound by Flame,54.5
1061,Bounty Hounds,63.0
1062,Bounty Train,66.0
1063,BoxBoxBoy!,80.0
1064,BoxBoy! + BoxGirl!,81.0
1065,Boyfriend Dungeon,71.0
1066,Braid,92.0
1067,Brain Age 2: More Training in Minutes a Day,77.0
1068,Brain Age: Concentration Training,69.0
1069,Brain Age: Train Your Brain in Minutes a Day!,77.0
1070,Brain Assist,53.0
1071,Brain Boost: Beta Wave,39.0
1072,Brain Boost: Gamma Wave,40.0
1073,Brain Challenge,61.0
1074,Brain Voyage,52.0
1075,Brandish: The Dark Revenant,78.0
1076,Brass Tactics,78.0
1077,Bratz: Rock Angelz,60.0
1078,Brave Story: New Traveler,76.0
1079,Brave: A Warrior's Tale,45.0
1080,Brave: The Search for Spirit Dancer,65.0
1081,Bravely Default,85.0
1082,Bravely Default II,76.0
1083,Bravely Second: End Layer,81.0
1084,Bravo Team,45.0
1085,Brawlout,62.5
1086,Breach,57.0
1087,Breach & Clear: Deadline,62.0
1088,Breach (2011),61.0
1089,Breached,54.0
1090,Break 'Em All,68.0
1091,BreakQuest,58.0
1092,Breathedge,70.0
1093,Brian Lara International Cricket 2007,71.0
1094,Bridge Constructor,62.0
1095,Bridge Constructor Portal,76.0
1096,Brigade E5: New Jagged Union,41.0
1097,Brigador,70.0
1098,Brigandine: The Legend of Runersia,73.5
1099,Bright Memory,55.0
1100,Bright Memory: Infinite,67.0
1101,Brink,70.0
1102,Broforce,75.5
1103,Broken Age,78.5
1104,Broken Age: Act 1,82.0
1105,Broken Age: Act 2,73.0
1106,Broken Lines,76.0
1107,Broken Sword 5 - The Serpent's Curse,75.0
1108,Broken Sword 5: The Serpent's Curse,74.5
1109,Broken Sword 5: The Serpents' Curse - Part I,69.0
1110,Broken Sword 5: The Serpents' Curse - Part II,72.0
1111,Broken Sword: Shadow of the Templars - The Director's Cut,76.0
1112,Brooktown High,51.0
1113,Brothers In Arms DS,72.0
1114,Brothers in Arms: D-Day,65.0
1115,Brothers in Arms: Double Time,45.0
1116,Brothers in Arms: Earned in Blood,80.0
1117,Brothers in Arms: Hell's Highway,77.0
1118,Brothers in Arms: Road to Hill 30,85.66666666666667
1119,Brothers: A Tale of Two Sons,84.2
1120,Brunswick Pro Bowling,52.0
1121,Brut@l,67.0
1122,Brutal Legend,81.66666666666667
1123,Bubble Bobble 4 Friends,68.0
1124,Bubble Bobble Double Shot,50.0
1125,Bubble Bobble Neo!,70.0
1126,Bubble Bobble Plus!,76.0
1127,Bubble Bobble Revolution,38.0
1128,Bubsy: Paws on Fire,63.0
1129,Bubsy: The Woolies Strike Back,44.5
1130,Buccaneer: The Pursuit of Infamy,68.0
1131,Budget Cuts,78.0
1132,Bug Fables: The Everlasting Sapling,85.0
1133,Bugs vs. Tanks!,50.0
1134,Bugsnax,75.33333333333333
1135,Build-A-Bear Workshop,61.0
1136,Buildings Have Feelings Too!,53.5
1137,Buku Sudoku,60.0
1138,Bulb Boy,75.0
1139,Bullet Witch,53.0
1140,Bulletstorm,83.0
1141,Bulletstorm: Full Clip Edition,77.66666666666667
1142,Bully,87.0
1143,Bully: Scholarship Edition,78.33333333333333
1144,BurgerTime Party!,70.0
1145,BurgerTime: World Tour,55.0
1146,Burly Men At Sea,72.0
1147,Burn Zombie Burn,76.0
1148,Burnout Crash!,67.5
1149,Burnout Dominator,76.0
1150,Burnout Legends,62.0
1151,Burnout Paradise,87.5
1152,Burnout Paradise Remastered,79.66666666666667
1153,Burnout Paradise: The Ultimate Box,87.0
1154,Burnout Revenge,89.33333333333333
1155,"Bury Me, My Love",80.0
1156,"Bury me, my Love",73.0
1157,Bus Driver,61.0
1158,Bus Simulator 16,46.0
1159,Bus Simulator 18,67.0
1160,Bush Hockey League,52.0
1161,Bust-A-Move Bash!,53.0
1162,Bust-A-Move DS,75.0
1163,Bust-A-Move Deluxe,67.0
1164,Bust-A-Move Live!,78.0
1165,Bust-A-Move Universe,49.0
1166,Bustafellows,86.0
1167,Button City,68.5
1168,Buzz Aldrin's Space Program Manager,62.0
1169,Buzz! Junior: Dino Den,69.0
1170,Buzz! Junior: Jungle Party,70.0
1171,Buzz! Junior: RoboJam,62.0
1172,Buzz! Master Quiz,68.0
1173,Buzz! Quiz TV,80.0
1174,Buzz! Quiz World,71.0
1175,Buzz! The Hollywood Quiz,77.0
1176,Buzz! The Mega Quiz,75.0
1177,C.O.P.: The Recruit,55.0
1178,C.O.R.E.,44.0
1179,CALENDULA,67.0
1180,CAPSIZED,77.0
1181,CHUCHEL,81.0
1182,CID The Dummy,31.0
1183,CMT Presents: Karaoke Revolution Country,71.0
1184,CONSORTIUM,66.0
1185,CRUSH3D,71.0
1186,CSI: Crime Scene Investigation: 3 Dimensions of Murder,67.0
1187,CSI: Crime Scene Investigation: Deadly Intent,51.0
1188,CSI: Crime Scene Investigation: Fatal Conspiracy,42.0
1189,CSI: Crime Scene Investigation: Hard Evidence,53.333333333333336
1190,CSI: NY,53.0
1191,Cabela's Alaskan Adventures,48.0
1192,Cabela's Dangerous Hunts 2011,55.0
1193,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,85.0
1194,Caesar IV,74.0
1195,Cafe Enchante,79.0
1196,Cake Bash,75.5
1197,Cake Mania,55.0
1198,Calico,57.0
1199,Californium,64.0
1200,Call for Heroes: Pompolic Wars,25.0
1201,Call of Cthulhu,65.33333333333333
1202,Call of Cthulhu: Dark Corners of the Earth,76.5
1203,Call of Cthulhu: The Official Video Game,68.0
1204,Call of Duty 2,87.5
1205,Call of Duty 2: Big Red One,77.0
1206,Call of Duty 3,79.2
1207,Call of Duty 4: Modern Warfare,88.75
1208,Call of Duty Classic,75.0
1209,Call of Duty: Advanced Warfare,80.66666666666667
1210,Call of Duty: Advanced Warfare - Ascendance,75.0
1211,Call of Duty: Advanced Warfare - Havoc,72.0
1212,Call of Duty: Advanced Warfare - Reckoning,75.0
1213,Call of Duty: Advanced Warfare - Supremacy,71.0
1214,Call of Duty: Black Ops,82.0
1215,Call of Duty: Black Ops - Annihilation,78.0
1216,Call of Duty: Black Ops - Escalation,79.0
1217,Call of Duty: Black Ops - First Strike,78.0
1218,Call of Duty: Black Ops - Rezurrection,70.0
1219,Call of Duty: Black Ops 4,83.66666666666667
1220,Call of Duty: Black Ops Cold War,76.0
1221,Call of Duty: Black Ops Declassified,33.0
1222,Call of Duty: Black Ops II,80.25
1223,Call of Duty: Black Ops II - Apocalypse,70.0
1224,Call of Duty: Black Ops II - Revolution,75.0
1225,Call of Duty: Black Ops II - Uprising,76.0
1226,Call of Duty: Black Ops II - Vengeance,69.0
1227,Call of Duty: Black Ops III,78.33333333333333
1228,Call of Duty: Black Ops III - Awakening,74.0
1229,Call of Duty: Black Ops III - Descent,68.0
1230,Call of Duty: Black Ops III - Eclipse,74.0
1231,Call of Duty: Black Ops III - Zombies Chronicles,78.0
1232,Call of Duty: Ghosts,73.6
1233,Call of Duty: Ghosts - Devastation,70.0
1234,Call of Duty: Ghosts - Onslaught,65.0
1235,Call of Duty: Infinite Warfare,76.0
1236,Call of Duty: Infinite Warfare - Sabotage,76.0
1237,Call of Duty: Modern Warfare,80.33333333333333
1238,Call of Duty: Modern Warfare - Mobilized,73.0
1239,Call of Duty: Modern Warfare - Reflex Edition,76.0
1240,Call of Duty: Modern Warfare 2,91.33333333333333
1241,Call of Duty: Modern Warfare 2 - Stimulus Package,68.0
1242,Call of Duty: Modern Warfare 2 Campaign Remastered,71.0
1243,Call of Duty: Modern Warfare 3,81.0
1244,Call of Duty: Modern Warfare 3 - Defiance,57.0
1245,Call of Duty: Modern Warfare Remastered,83.0
1246,Call of Duty: Roads to Victory,64.0
1247,Call of Duty: Vanguard,73.0
1248,Call of Duty: WWII,77.33333333333333
1249,Call of Duty: WWII - The Resistance,71.0
1250,Call of Duty: WWII - The War Machine,73.0
1251,Call of Duty: Warzone,79.33333333333333
1252,Call of Duty: World at War,82.0
1253,Call of Juarez,71.5
1254,Call of Juarez: Bound in Blood,77.66666666666667
1255,Call of Juarez: Gunslinger,75.5
1256,Call of Juarez: The Cartel,47.666666666666664
1257,Call of the Sea,78.0
1258,Calling,49.0
1259,Calling All Cars!,74.0
1260,Calvino Noir,44.0
1261,Candle,80.0
1262,Candle: The Power of the Flame,72.0
1263,Candleman,76.5
1264,Candleman: The Complete Journey,76.0
1265,Cannibal Cuisine,56.0
1266,Cannon Fodder 3,49.0
1267,Canvaleon,49.0
1268,Capcom Arcade Cabinet,69.0
1269,Capcom Arcade Stadium,78.5
1270,Capcom Beat 'Em Up Bundle,75.0
1271,Capcom Classics Collection,79.5
1272,Capcom Classics Collection Reloaded,75.0
1273,Capcom Classics Collection Remixed,72.0
1274,Capcom Classics Collection Vol. 2,72.0
1275,Capcom Classics Collection Volume 2,74.0
1276,Capcom Classics Mini Mix,66.0
1277,Capcom Digital Collection,65.0
1278,Capcom Fighting Evolution,61.0
1279,Capcom Puzzle World,65.0
1280,Captain America: Super Soldier,57.25
1281,Captain Toad: Treasure Tracker,80.66666666666667
1282,Captain Toad: Treasure Tracker - Special Episode,81.0
1283,Captain Tsubasa: Rise of New Champions,70.0
1284,Carcassonne,79.0
1285,Card Hunter (2013),83.0
1286,Cargo Commander,63.0
1287,Cargo! The Quest for Gravity,64.0
1288,Carmageddon: Max Damage,51.5
1289,Carmageddon: Reincarnation,54.0
1290,Carnival Games,52.0
1291,Carnival Games VR,58.0
1292,Carnival Games for Nintendo Switch,49.0
1293,Carnival Games: Mini-Golf,38.0
1294,"Carnival Games: Monkey See, Monkey Do!",56.0
1295,Carnival Island,66.0
1296,Carnivores HD: Dinosaur Hunter,50.0
1297,Carol Vorderman's Sudoku,72.0
1298,Carrier Command: Gaea Mission,53.0
1299,Carrion,75.66666666666667
1300,Cars,65.5
1301,Cart Life,79.0
1302,Carto,75.33333333333333
1303,Cartoon Network Racing,47.0
1304,Cartoon Network: Punch Time Explosion,58.0
1305,Cast of the Seven Godsends,54.0
1306,Castaway Paradise,66.0
1307,Castle Crashers,83.5
1308,Castle Crashers Remastered,83.0
